protocol,subset,direction,target,metric,mean,sample_std,valid_seeds
vle_binary_state_pressure_low_extrapolation,2,isothermal,y,mae,0.009400656928908905,0.0005940659456972309,5
vle_binary_state_pressure_low_extrapolation,2,isothermal,y,r2,0.9980106033710918,0.00035410494241113697,5
vle_binary_state_pressure_low_extrapolation,2,isothermal,y,rmse,0.015447814964283619,0.0013736646691880287,5
vle_binary_state_pressure_low_extrapolation,all,isobaric,T,mae,0.6505092843191929,0.05138048892389814,5
vle_binary_state_pressure_low_extrapolation,all,isobaric,T,r2,0.9979726482207278,0.0004073124657321626,5
vle_binary_state_pressure_low_extrapolation,all,isobaric,T,rmse,0.9443859535733568,0.09586172134427502,5
vle_binary_state_pressure_low_extrapolation,all,isobaric,y,mae,0.011498148554084129,0.0019356682353723082,5
vle_binary_state_pressure_low_extrapolation,all,isobaric,y,r2,0.9966510446000821,0.0007532607694985563,5
vle_binary_state_pressure_low_extrapolation,all,isobaric,y,rmse,0.017406179095755862,0.0018693998468598263,5
vle_binary_state_pressure_low_extrapolation,all,isothermal,P,mae,1.8527682308298865,0.19043322937486507,5
vle_binary_state_pressure_low_extrapolation,all,isothermal,P,r2,0.9470258678110819,0.00634718204818781,5
vle_binary_state_pressure_low_extrapolation,all,isothermal,P,rmse,10.230479848946633,0.6023292012140713,5
vle_binary_state_pressure_low_extrapolation,all,isothermal,y,mae,0.009400656928908905,0.0005940659456972309,5
vle_binary_state_pressure_low_extrapolation,all,isothermal,y,r2,0.9980106033710918,0.00035410494241113697,5
vle_binary_state_pressure_low_extrapolation,all,isothermal,y,rmse,0.015447814964283619,0.0013736646691880287,5
vle_binary_state_temperature_high_extrapolation,2,isobaric,T,mae,1.248167995230861,0.2829805781533569,5
vle_binary_state_temperature_high_extrapolation,2,isobaric,T,r2,0.9960436858760613,0.0016822452329863856,5
vle_binary_state_temperature_high_extrapolation,2,isobaric,T,rmse,2.0645361875597876,0.41839786274580015,5
vle_binary_state_temperature_high_extrapolation,2,isobaric,y,mae,0.02186179167174467,0.0022047660073650378,5
vle_binary_state_temperature_high_extrapolation,2,isobaric,y,r2,0.9891754993723829,0.0017101061245993806,5
vle_binary_state_temperature_high_extrapolation,2,isobaric,y,rmse,0.03521305186217285,0.0027062136453587043,5
vle_binary_state_temperature_high_extrapolation,2,isothermal,P,mae,6.337878520682888,0.5313385608535001,5
vle_binary_state_temperature_high_extrapolation,2,isothermal,P,r2,0.9841822841002987,0.0035692697213519243,5
vle_binary_state_temperature_high_extrapolation,2,isothermal,P,rmse,16.67705931344701,1.8766625773711407,5
vle_binary_state_temperature_high_extrapolation,2,isothermal,y,mae,0.01365327519985014,0.0012230126252013721,5
vle_binary_state_temperature_high_extrapolation,2,isothermal,y,r2,0.9945112934389684,0.0010695520989305427,5
vle_binary_state_temperature_high_extrapolation,2,isothermal,y,rmse,0.02202276200545363,0.002063041435118099,5
vle_binary_state_temperature_high_extrapolation,all,isobaric,T,mae,1.248167995230861,0.2829805781533569,5
vle_binary_state_temperature_high_extrapolation,all,isobaric,T,r2,0.9960436858760613,0.0016822452329863856,5
vle_binary_state_temperature_high_extrapolation,all,isobaric,T,rmse,2.0645361875597876,0.41839786274580015,5
vle_binary_state_temperature_high_extrapolation,all,isobaric,y,mae,0.02186179167174467,0.0022047660073650378,5
vle_binary_state_temperature_high_extrapolation,all,isobaric,y,r2,0.9891754993723829,0.0017101061245993806,5
vle_binary_state_temperature_high_extrapolation,all,isobaric,y,rmse,0.03521305186217285,0.0027062136453587043,5
vle_binary_state_temperature_high_extrapolation,all,isothermal,P,mae,6.337878520682888,0.5313385608535001,5
vle_binary_state_temperature_high_extrapolation,all,isothermal,P,r2,0.9841822841002987,0.0035692697213519243,5
vle_binary_state_temperature_high_extrapolation,all,isothermal,P,rmse,16.67705931344701,1.8766625773711407,5
vle_binary_state_temperature_high_extrapolation,all,isothermal,y,mae,0.01365327519985014,0.0012230126252013721,5
vle_binary_state_temperature_high_extrapolation,all,isothermal,y,r2,0.9945112934389684,0.0010695520989305427,5
vle_binary_state_temperature_high_extrapolation,all,isothermal,y,rmse,0.02202276200545363,0.002063041435118099,5
vle_binary_state_temperature_low_extrapolation,2,isobaric,T,mae,0.7863736545436998,0.17028786994030973,5
vle_binary_state_temperature_low_extrapolation,2,isobaric,T,r2,0.9959798030263943,0.0020403313065979057,5
vle_binary_state_temperature_low_extrapolation,2,isobaric,T,rmse,1.5533508237843403,0.3647685606975311,5
vle_binary_state_temperature_low_extrapolation,2,isobaric,y,mae,0.008685001971845355,0.0005715434331221172,5
vle_binary_state_temperature_low_extrapolation,2,isobaric,y,r2,0.9973209879937684,0.0005698837716149593,5
vle_binary_state_temperature_low_extrapolation,2,isobaric,y,rmse,0.020861832089161862,0.0021654813871963123,5
vle_binary_state_temperature_low_extrapolation,2,isothermal,P,mae,2.388828060483416,0.2877791947153012,5
vle_binary_state_temperature_low_extrapolation,2,isothermal,P,r2,0.9936334357893679,0.002026329733379449,5
vle_binary_state_temperature_low_extrapolation,2,isothermal,P,rmse,6.5434419836599815,1.1284017387628797,5
vle_binary_state_temperature_low_extrapolation,2,isothermal,y,mae,0.014493208557095783,0.002099342024643333,5
vle_binary_state_temperature_low_extrapolation,2,isothermal,y,r2,0.9944751056192681,0.0016119489017730514,5
vle_binary_state_temperature_low_extrapolation,2,isothermal,y,rmse,0.022774613399738748,0.003173746887664255,5
vle_binary_state_temperature_low_extrapolation,all,isobaric,T,mae,0.7863736545436998,0.17028786994030973,5
vle_binary_state_temperature_low_extrapolation,all,isobaric,T,r2,0.9959798030263943,0.0020403313065979057,5
vle_binary_state_temperature_low_extrapolation,all,isobaric,T,rmse,1.5533508237843403,0.3647685606975311,5
vle_binary_state_temperature_low_extrapolation,all,isobaric,y,mae,0.008685001971845355,0.0005715434331221172,5
vle_binary_state_temperature_low_extrapolation,all,isobaric,y,r2,0.9973209879937684,0.0005698837716149593,5
vle_binary_state_temperature_low_extrapolation,all,isobaric,y,rmse,0.020861832089161862,0.0021654813871963123,5
vle_binary_state_temperature_low_extrapolation,all,isothermal,P,mae,2.388828060483416,0.2877791947153012,5
vle_binary_state_temperature_low_extrapolation,all,isothermal,P,r2,0.9936334357893679,0.002026329733379449,5
vle_binary_state_temperature_low_extrapolation,all,isothermal,P,rmse,6.5434419836599815,1.1284017387628797,5
vle_binary_state_temperature_low_extrapolation,all,isothermal,y,mae,0.014493208557095783,0.002099342024643333,5
vle_binary_state_temperature_low_extrapolation,all,isothermal,y,r2,0.9944751056192681,0.0016119489017730514,5
vle_binary_state_temperature_low_extrapolation,all,isothermal,y,rmse,0.022774613399738748,0.003173746887664255,5
vle_binary_unseen_component,2,isobaric,T,mae,36.5479578901973,0.9145420777690472,5
vle_binary_unseen_component,2,isobaric,T,r2,0.40642489888557254,0.02374463776239376,5
vle_binary_unseen_component,2,isobaric,T,rmse,47.58819917726439,0.959642910730483,5
vle_binary_unseen_component,2,isobaric,y,mae,0.11887862162553527,0.006759633390170718,5
vle_binary_unseen_component,2,isobaric,y,r2,0.8083477799848373,0.022244775033713204,5
vle_binary_unseen_component,2,isobaric,y,rmse,0.16310413748682828,0.009405241210560345,5
vle_binary_unseen_component,2,isothermal,P,mae,14.493608676198946,1.3059151799772466,5
vle_binary_unseen_component,2,isothermal,P,r2,0.8200406063146076,0.028227182074080533,5
vle_binary_unseen_component,2,isothermal,P,rmse,43.51255952044744,3.3855183386016727,5
vle_binary_unseen_component,2,isothermal,y,mae,0.048544569313287336,0.004507603793091257,5
vle_binary_unseen_component,2,isothermal,y,r2,0.9535392292026721,0.009450356409050668,5
vle_binary_unseen_component,2,isothermal,y,rmse,0.07878186034888095,0.008083691903927607,5
vle_binary_unseen_component,all,isobaric,T,mae,36.5479578901973,0.9145420777690472,5
vle_binary_unseen_component,all,isobaric,T,r2,0.40642489888557254,0.02374463776239376,5
vle_binary_unseen_component,all,isobaric,T,rmse,47.58819917726439,0.959642910730483,5
vle_binary_unseen_component,all,isobaric,y,mae,0.11887862162553527,0.006759633390170718,5
vle_binary_unseen_component,all,isobaric,y,r2,0.8083477799848373,0.022244775033713204,5
vle_binary_unseen_component,all,isobaric,y,rmse,0.16310413748682828,0.009405241210560345,5
vle_binary_unseen_component,all,isothermal,P,mae,14.493608676198946,1.3059151799772466,5
vle_binary_unseen_component,all,isothermal,P,r2,0.8200406063146076,0.028227182074080533,5
vle_binary_unseen_component,all,isothermal,P,rmse,43.51255952044744,3.3855183386016727,5
vle_binary_unseen_component,all,isothermal,y,mae,0.048544569313287336,0.004507603793091257,5
vle_binary_unseen_component,all,isothermal,y,r2,0.9535392292026721,0.009450356409050668,5
vle_binary_unseen_component,all,isothermal,y,rmse,0.07878186034888095,0.008083691903927607,5
vle_overall_binary,2,isobaric,T,mae,2.309796558664365,0.4622268385479969,5
vle_overall_binary,2,isobaric,T,r2,0.9781314905695933,0.0069566031147805605,5
vle_overall_binary,2,isobaric,T,rmse,4.070035733802838,1.0665907116170956,5
vle_overall_binary,2,isobaric,y,mae,0.028473663977434015,0.0043551830030978235,5
vle_overall_binary,2,isobaric,y,r2,0.9761136198208765,0.005845769850644748,5
vle_overall_binary,2,isobaric,y,rmse,0.04761768768722299,0.006726949316728075,5
vle_overall_binary,2,isothermal,P,mae,10.672245285891815,2.8011830229679004,5
vle_overall_binary,2,isothermal,P,r2,0.9628263937792305,0.023197249355638105,5
vle_overall_binary,2,isothermal,P,rmse,24.861875889749633,8.992701058809432,5
vle_overall_binary,2,isothermal,y,mae,0.02947203372861402,0.008974021248086344,5
vle_overall_binary,2,isothermal,y,r2,0.97059813490039,0.02114867490584566,5
vle_overall_binary,2,isothermal,y,rmse,0.05448339012175309,0.017692691212135986,5
vle_overall_binary,all,isobaric,T,mae,2.309796558664365,0.4622268385479969,5
vle_overall_binary,all,isobaric,T,r2,0.9781314905695933,0.0069566031147805605,5
vle_overall_binary,all,isobaric,T,rmse,4.070035733802838,1.0665907116170956,5
vle_overall_binary,all,isobaric,y,mae,0.028473663977434015,0.0043551830030978235,5
vle_overall_binary,all,isobaric,y,r2,0.9761136198208765,0.005845769850644748,5
vle_overall_binary,all,isobaric,y,rmse,0.04761768768722299,0.006726949316728075,5
vle_overall_binary,all,isothermal,P,mae,10.672245285891815,2.8011830229679004,5
vle_overall_binary,all,isothermal,P,r2,0.9628263937792305,0.023197249355638105,5
vle_overall_binary,all,isothermal,P,rmse,24.861875889749633,8.992701058809432,5
vle_overall_binary,all,isothermal,y,mae,0.02947203372861402,0.008974021248086344,5
vle_overall_binary,all,isothermal,y,r2,0.97059813490039,0.02114867490584566,5
vle_overall_binary,all,isothermal,y,rmse,0.05448339012175309,0.017692691212135986,5
vle_overall_binary_ternary,2,isobaric,T,mae,2.1720937828598617,0.49571220995491,5
vle_overall_binary_ternary,2,isobaric,T,r2,0.9797531841463476,0.008253413144767041,5
vle_overall_binary_ternary,2,isobaric,T,rmse,3.876993131937442,0.9961594094216097,5
vle_overall_binary_ternary,2,isobaric,y,mae,0.02725332850676443,0.002945685050557904,5
vle_overall_binary_ternary,2,isobaric,y,r2,0.9782661790460437,0.003929403398132091,5
vle_overall_binary_ternary,2,isobaric,y,rmse,0.045561223749529325,0.004789025496703433,5
vle_overall_binary_ternary,2,isothermal,P,mae,11.638764071431085,3.855118751319399,5
vle_overall_binary_ternary,2,isothermal,P,r2,0.9484160327699082,0.030562577112416982,5
vle_overall_binary_ternary,2,isothermal,P,rmse,29.03464714577379,9.872936709361259,5
vle_overall_binary_ternary,2,isothermal,y,mae,0.027281807825206023,0.006369083811846457,5
vle_overall_binary_ternary,2,isothermal,y,r2,0.9768252611118899,0.013376217390560758,5
vle_overall_binary_ternary,2,isothermal,y,rmse,0.04893040474880036,0.01232350383959412,5
vle_overall_binary_ternary,3,isobaric,T,mae,3.5837652521001724,4.067312684571717,5
vle_overall_binary_ternary,3,isobaric,T,r2,0.7280699110853142,0.530170558757111,5
vle_overall_binary_ternary,3,isobaric,T,rmse,4.765383674993522,5.169073620056521,5
vle_overall_binary_ternary,3,isobaric,y,mae,0.04650048993285126,0.04752229071855728,5
vle_overall_binary_ternary,3,isobaric,y,r2,0.9066512799514268,0.13993382486253414,5
vle_overall_binary_ternary,3,isobaric,y,rmse,0.06468024299425197,0.05750044834999473,5
vle_overall_binary_ternary,3,isothermal,P,mae,1.64009842038306,0.5421098233456253,4
vle_overall_binary_ternary,3,isothermal,P,r2,0.9840845305023056,0.01076323981178692,4
vle_overall_binary_ternary,3,isothermal,P,rmse,2.167180661294545,0.6265654795541463,4
vle_overall_binary_ternary,3,isothermal,y,mae,0.01762698006716189,0.009843206743795966,4
vle_overall_binary_ternary,3,isothermal,y,r2,0.9905185445226377,0.005597479353989323,4
vle_overall_binary_ternary,3,isothermal,y,rmse,0.02569211289657816,0.01319722679060295,4
vle_overall_binary_ternary,all,isobaric,T,mae,2.2031530585652277,0.5408369751968015,5
vle_overall_binary_ternary,all,isobaric,T,r2,0.9788206790196121,0.009250386118867374,5
vle_overall_binary_ternary,all,isobaric,T,rmse,3.9209327931373252,1.1295074948377088,5
vle_overall_binary_ternary,all,isobaric,y,mae,0.028141572439898038,0.005243073984145567,5
vle_overall_binary_ternary,all,isobaric,y,r2,0.9753781775354489,0.008565448081921813,5
vle_overall_binary_ternary,all,isobaric,y,rmse,0.0477021647855595,0.009659789554059935,5
vle_overall_binary_ternary,all,isothermal,P,mae,10.118484252754103,2.453927262782525,5
vle_overall_binary_ternary,all,isothermal,P,r2,0.9503968592321002,0.02877901878694035,5
vle_overall_binary_ternary,all,isothermal,P,rmse,26.862972561829714,8.231888981934576,5
vle_overall_binary_ternary,all,isothermal,y,mae,0.024508146194338127,0.0027569861359672152,5
vle_overall_binary_ternary,all,isothermal,y,r2,0.9800641338940608,0.009405486936542392,5
vle_overall_binary_ternary,all,isothermal,y,rmse,0.045050206221712207,0.008036748839939495,5
vle_overall_ternary,3,isobaric,T,mae,7.314811939637375,7.2670291704562,5
vle_overall_ternary,3,isobaric,T,r2,-0.01805224781341854,1.5377835318733517,5
vle_overall_ternary,3,isobaric,T,rmse,9.821145662774788,9.168036325170654,5
vle_overall_ternary,3,isobaric,y,mae,0.06702185579009641,0.04606075091239402,5
vle_overall_ternary,3,isobaric,y,r2,0.841239749148299,0.16136297717791795,5
vle_overall_ternary,3,isobaric,y,rmse,0.09197290403473432,0.0572592487606048,5
vle_overall_ternary,3,isothermal,P,mae,6.599045523260283,4.9530082102918165,4
vle_overall_ternary,3,isothermal,P,r2,0.7043279621652757,0.31505242880126577,4
vle_overall_ternary,3,isothermal,P,rmse,8.656267328580597,6.578617220489897,4
vle_overall_ternary,3,isothermal,y,mae,0.05397587988556943,0.044059674981463445,4
vle_overall_ternary,3,isothermal,y,r2,0.9128561372604157,0.08263188382066211,4
vle_overall_ternary,3,isothermal,y,rmse,0.07332686206505791,0.053246162979175504,4
vle_overall_ternary,all,isobaric,T,mae,7.314811939637375,7.2670291704562,5
vle_overall_ternary,all,isobaric,T,r2,-0.01805224781341854,1.5377835318733517,5
vle_overall_ternary,all,isobaric,T,rmse,9.821145662774788,9.168036325170654,5
vle_overall_ternary,all,isobaric,y,mae,0.06702185579009641,0.04606075091239402,5
vle_overall_ternary,all,isobaric,y,r2,0.841239749148299,0.16136297717791795,5
vle_overall_ternary,all,isobaric,y,rmse,0.09197290403473432,0.0572592487606048,5
vle_overall_ternary,all,isothermal,P,mae,6.599045523260283,4.9530082102918165,4
vle_overall_ternary,all,isothermal,P,r2,0.7043279621652757,0.31505242880126577,4
vle_overall_ternary,all,isothermal,P,rmse,8.656267328580597,6.578617220489897,4
vle_overall_ternary,all,isothermal,y,mae,0.05397587988556943,0.044059674981463445,4
vle_overall_ternary,all,isothermal,y,r2,0.9128561372604157,0.08263188382066211,4
vle_overall_ternary,all,isothermal,y,rmse,0.07332686206505791,0.053246162979175504,4
ternary-random,all,,endpoints,conditions,238.0,0.0,5
ternary-random,all,,endpoints,failure_penalized_set_distance,0.06027634077309896,0.0025562274088010706,5
ternary-random,all,,endpoints,matched_endpoint_mae_successful_only,0.05534725431607991,0.0023886789822909478,5
ternary-random,all,,endpoints,matched_endpoint_r2_successful_only,0.9115146229016935,0.010313937539260859,5
ternary-random,all,,endpoints,matched_endpoint_rmse_successful_only,0.0967317885677755,0.0056957605081351765,5
ternary-random,all,,endpoints,max_equilibrium_rms,7.245165173525833e-06,1.5933864227911302e-05,5
ternary-random,all,,endpoints,min_grid_tpd,-3.941417237030009e-09,3.4346966544597194e-09,5
ternary-random,all,,endpoints,observed_coverage_at_0.02,0.18602205796403445,0.016257831304137185,5
ternary-random,all,,endpoints,r2_target_met,0.0,0.0,5
ternary-random,all,,endpoints,success_fraction,1.0,0.0,5
ternary-random,all,,endpoints,successful_conditions,238.0,0.0,5
ternary-random,ternary,,endpoints,conditions,238.0,0.0,5
ternary-random,ternary,,endpoints,failure_penalized_set_distance,0.06027634077309896,0.0025562274088010706,5
ternary-random,ternary,,endpoints,matched_endpoint_mae_successful_only,0.05534725431607991,0.0023886789822909478,5
ternary-random,ternary,,endpoints,matched_endpoint_r2_successful_only,0.9115146229016935,0.010313937539260859,5
ternary-random,ternary,,endpoints,matched_endpoint_rmse_successful_only,0.0967317885677755,0.0056957605081351765,5
ternary-random,ternary,,endpoints,max_equilibrium_rms,7.245165173525833e-06,1.5933864227911302e-05,5
ternary-random,ternary,,endpoints,min_grid_tpd,-3.941417237030009e-09,3.4346966544597194e-09,5
ternary-random,ternary,,endpoints,observed_coverage_at_0.02,0.18602205796403445,0.016257831304137185,5
ternary-random,ternary,,endpoints,r2_target_met,0.0,0.0,5
ternary-random,ternary,,endpoints,success_fraction,1.0,0.0,5
ternary-random,ternary,,endpoints,successful_conditions,238.0,0.0,5
ternary-system,all,,endpoints,conditions,234.8,8.526429498916883,5
ternary-system,all,,endpoints,failure_penalized_set_distance,0.07524031991822787,0.007841846038913934,5
ternary-system,all,,endpoints,matched_endpoint_mae_successful_only,0.0647244941942808,0.0034450853323477752,5
ternary-system,all,,endpoints,matched_endpoint_r2_successful_only,0.88560491370826,0.016192671046230886,5
ternary-system,all,,endpoints,matched_endpoint_rmse_successful_only,0.10696462924178933,0.005957114958997956,5
ternary-system,all,,endpoints,max_equilibrium_rms,8.262115678120375e-08,1.1490887246171897e-07,5
ternary-system,all,,endpoints,min_grid_tpd,-1.1983941838877853e-09,9.92540981448759e-10,5
ternary-system,all,,endpoints,observed_coverage_at_0.02,0.1176291134267454,0.008079519693344231,5
ternary-system,all,,endpoints,r2_target_met,0.0,0.0,5
ternary-system,all,,endpoints,success_fraction,1.0,0.0,5
ternary-system,all,,endpoints,successful_conditions,234.8,8.526429498916883,5
ternary-system,ternary,,endpoints,conditions,234.8,8.526429498916883,5
ternary-system,ternary,,endpoints,failure_penalized_set_distance,0.07524031991822787,0.007841846038913934,5
ternary-system,ternary,,endpoints,matched_endpoint_mae_successful_only,0.0647244941942808,0.0034450853323477752,5
ternary-system,ternary,,endpoints,matched_endpoint_r2_successful_only,0.88560491370826,0.016192671046230886,5
ternary-system,ternary,,endpoints,matched_endpoint_rmse_successful_only,0.10696462924178933,0.005957114958997956,5
ternary-system,ternary,,endpoints,max_equilibrium_rms,8.262115678120375e-08,1.1490887246171897e-07,5
ternary-system,ternary,,endpoints,min_grid_tpd,-1.1983941838877853e-09,9.92540981448759e-10,5
ternary-system,ternary,,endpoints,observed_coverage_at_0.02,0.1176291134267454,0.008079519693344231,5
ternary-system,ternary,,endpoints,r2_target_met,0.0,0.0,5
ternary-system,ternary,,endpoints,success_fraction,1.0,0.0,5
ternary-system,ternary,,endpoints,successful_conditions,234.8,8.526429498916883,5
